content,score,at,translated_content,cleaned_content,tokenized_content,initial_token_count,stopword_removed_content,token_count,stemmed_content,ulasan_bersih,skor_lexicon,skor_lexicon_ke_score,sentimen_multiclass
tidak bisa daftar kan nomor telepon,5,2025-04-03 12:41:13,tidak bisa daftar kan nomor telepon,tidak bisa daftar kan nomor telepon,"['tidak', 'bisa', 'daftar', 'kan', 'nomor', 'telepon']",6,"['daftar', 'nomor', 'telepon']",3,"['daftar', 'nomor', 'telepon']",daftar nomor telepon,-3,2,Negatif
Ga ikhlas sumpah. bakal gw tagih di akhirat. bayar mahal2 aplikasinya error terus ga bisa nonton.,1,2025-04-03 11:21:41,Ga ikhlas sumpah. bakal gw tagih di akhirat. bayar mahal2 aplikasinya error terus ga bisa nonton.,ga ikhlas sumpah bakal gw tagih di akhirat bayar mahal aplikasinya error terus ga bisa nonton,"['ga', 'ikhlas', 'sumpah', 'bakal', 'gw', 'tagih', 'di', 'akhirat', 'bayar', 'mahal', 'aplikasinya', 'error', 'terus', 'ga', 'bisa', 'nonton']",16,"['ikhlas', 'sumpah', 'gw', 'tagih', 'akhirat', 'bayar', 'mahal', 'aplikasinya', 'error', 'nonton']",10,"['ikhlas', 'sumpah', 'gw', 'tagih', 'akhirat', 'bayar', 'mahal', 'aplikasi', 'error', 'nonton']",ikhlas sumpah gw tagih akhirat bayar mahal aplikasi error nonton,-13,1,Negatif
Banyak bugnya 😢,1,2025-04-03 09:39:52,Banyak bugnya 😢,banyak bugnya 😢,"['banyak', 'bugnya', '😢']",3,"['bugnya', '😢']",2,"['bugnya', '']",bugnya ,0,3,Netral
Jelek banget aplikasinya,1,2025-04-03 07:56:15,Jelek banget aplikasinya,jelek banget aplikasinya,"['jelek', 'banget', 'aplikasinya']",3,['aplikasinya'],1,['aplikasi'],aplikasi,-4,1,Negatif
Disney hotstar sangat terbaik😍🥰,5,2025-04-03 07:18:01,Disney hotstar sangat terbaik😍🥰,disney hotstar sangat terbaik😍🥰,"['disney', 'hotstar', 'sangat', 'terbaik😍🥰']",4,"['hotstar', 'terbaik😍🥰']",2,"['hotstar', 'baik']",hotstar baik,-1,3,Netral
"aplikasi ini sering bermasalah dari pas nonton sering lag sendiri, dan tiba tiba terjadi perpanjangan otomatis tanpa pemberitahuan dan tidak bisa pembatan langganan, udh aplikasi jekel langganan sendiri lagi, cihh ambil keuntungan",1,2025-04-02 21:14:22,"aplikasi ini sering bermasalah dari pas nonton sering lag sendiri, dan tiba tiba terjadi perpanjangan otomatis tanpa pemberitahuan dan tidak bisa pembatan langganan, udh aplikasi jekel langganan sendiri lagi, cihh ambil keuntungan",aplikasi ini sering bermasalah dari pas nonton sering lag sendiri dan tiba tiba terjadi perpanjangan otomatis tanpa pemberitahuan dan tidak bisa pembatan langganan udh aplikasi jekel langganan sendiri lagi cihh ambil keuntungan,"['aplikasi', 'ini', 'sering', 'bermasalah', 'dari', 'pas', 'nonton', 'sering', 'lag', 'sendiri', 'dan', 'tiba', 'tiba', 'terjadi', 'perpanjangan', 'otomatis', 'tanpa', 'pemberitahuan', 'dan', 'tidak', 'bisa', 'pembatan', 'langganan', 'udh', 'aplikasi', 'jekel', 'langganan', 'sendiri', 'lagi', 'cihh', 'ambil', 'keuntungan']",32,"['bermasalah', 'nonton', 'lag', 'perpanjangan', 'otomatis', 'pemberitahuan', 'pembatan', 'langganan', 'jekel', 'langganan', 'cihh', 'ambil', 'keuntungan']",13,"['masalah', 'nonton', 'lag', 'panjang', 'otomatis', 'pemberitahuan', 'pembatan', 'langgan', 'jekel', 'langgan', 'cihh', 'ambil', 'untung']",masalah nonton lag panjang otomatis pemberitahuan pembatan langgan jekel langgan cihh ambil untung,-4,1,Negatif
"Kenapa aplikasinya punya bug parah gini sih? tiba"" langsung bikin HP mati. bahaya bener",1,2025-04-02 09:52:37,"Kenapa aplikasinya punya bug parah gini sih? tiba"" langsung bikin HP mati. bahaya bener",kenapa aplikasinya punya bug parah gini sih tiba langsung bikin hp mati bahaya bener,"['kenapa', 'aplikasinya', 'punya', 'bug', 'parah', 'gini', 'sih', 'tiba', 'langsung', 'bikin', 'hp', 'mati', 'bahaya', 'bener']",14,"['aplikasinya', 'bug', 'parah', 'gini', 'sih', 'langsung', 'bikin', 'hp', 'mati', 'bahaya', 'bener']",11,"['aplikasi', 'bug', 'parah', 'gin', 'sih', 'langsung', 'bikin', 'hp', 'mati', 'bahaya', 'bener']",aplikasi bug parah gin sih langsung bikin hp mati bahaya bener,-17,1,Negatif
"Berlangganan yg 120k itu bener bener worth to buy,tapi kalau di tv kadang kadang load di awal,but its okay, ini cukup memuaskan",4,2025-04-02 09:51:39,"Berlangganan yg 120k itu bener bener worth to buy,tapi kalau di tv kadang kadang load di awal,but its okay, ini cukup memuaskan",berlangganan yg k itu bener bener worth to buytapi kalau di tv kadang kadang load di awalbut its okay ini cukup memuaskan,"['berlangganan', 'yg', 'k', 'itu', 'bener', 'bener', 'worth', 'to', 'buytapi', 'kalau', 'di', 'tv', 'kadang', 'kadang', 'load', 'di', 'awalbut', 'its', 'okay', 'ini', 'cukup', 'memuaskan']",22,"['berlangganan', 'k', 'bener', 'bener', 'worth', 'to', 'buytapi', 'tv', 'kadang', 'kadang', 'load', 'awalbut', 'its', 'okay', 'memuaskan']",15,"['langgan', 'k', 'bener', 'bener', 'worth', 'to', 'buytapi', 'tv', 'kadang', 'kadang', 'load', 'awalbut', 'its', 'okay', 'muas']",langgan k bener bener worth to buytapi tv kadang kadang load awalbut its okay muas,15,5,Positif
"aplikasi rusak gak jelas, bayar mahal"" pas di tonton item semua, nyesel banget download,,,, baru 5 hari make udah error,,,, jangan download, syang duit dasar apk rusak",1,2025-04-02 05:38:08,"aplikasi rusak gak jelas, bayar mahal"" pas di tonton item semua, nyesel banget download,,,, baru 5 hari make udah error,,,, jangan download, syang duit dasar apk rusak",aplikasi rusak gak jelas bayar mahal pas di tonton item semua nyesel banget download baru hari make udah error jangan download syang duit dasar apk rusak,"['aplikasi', 'rusak', 'gak', 'jelas', 'bayar', 'mahal', 'pas', 'di', 'tonton', 'item', 'semua', 'nyesel', 'banget', 'download', 'baru', 'hari', 'make', 'udah', 'error', 'jangan', 'download', 'syang', 'duit', 'dasar', 'apk', 'rusak']",26,"['rusak', 'bayar', 'mahal', 'tonton', 'item', 'nyesel', 'download', 'make', 'error', 'download', 'syang', 'duit', 'dasar', 'apk', 'rusak']",15,"['rusak', 'bayar', 'mahal', 'tonton', 'item', 'nyesel', 'download', 'make', 'error', 'download', 'syang', 'duit', 'dasar', 'apk', 'rusak']",rusak bayar mahal tonton item nyesel download make error download syang duit dasar apk rusak,-28,1,Negatif
"mahal, bagusan dan lengkapan netflix dari segi film and series, sorry disney",1,2025-04-02 03:51:08,"mahal, bagusan dan lengkapan netflix dari segi film and series, sorry disney",mahal bagusan dan lengkapan netflix dari segi film and series sorry disney,"['mahal', 'bagusan', 'dan', 'lengkapan', 'netflix', 'dari', 'segi', 'film', 'and', 'series', 'sorry', 'disney']",12,"['mahal', 'bagusan', 'lengkapan', 'netflix', 'segi', 'film', 'and', 'series', 'sorry']",9,"['mahal', 'bagus', 'lengkap', 'netflix', 'segi', 'film', 'and', 'series', 'sorry']",mahal bagus lengkap netflix segi film and series sorry,-14,1,Negatif
karna banyak Film😍,5,2025-04-02 01:26:25,karna banyak Film😍,karna banyak film😍,"['karna', 'banyak', 'film😍']",3,"['karna', 'film😍']",2,"['karna', 'film']",karna film,0,3,Netral
login susah dipakek susah cuman masalah langganan lebih gesit nih aplikasi,1,2025-04-01 23:08:00,login susah dipakek susah cuman masalah langganan lebih gesit nih aplikasi,login susah dipakek susah cuman masalah langganan lebih gesit nih aplikasi,"['login', 'susah', 'dipakek', 'susah', 'cuman', 'masalah', 'langganan', 'lebih', 'gesit', 'nih', 'aplikasi']",11,"['login', 'susah', 'dipakek', 'susah', 'cuman', 'langganan', 'gesit', 'nih']",8,"['login', 'susah', 'dipakek', 'susah', 'cuman', 'langgan', 'gesit', 'nih']",login susah dipakek susah cuman langgan gesit nih,-4,1,Negatif
love it,5,2025-04-01 19:01:03,suka sekali,suka sekali,"['suka', 'sekali']",2,['suka'],1,['suka'],suka,-1,3,Netral
kenapa costum subtitle tidak ada? di hp saya terlalu di atas banget.. payah bagus Netflix,1,2025-04-01 13:01:50,kenapa costum subtitle tidak ada? di hp saya terlalu di atas banget.. payah bagus Netflix,kenapa costum subtitle tidak ada di hp saya terlalu di atas banget payah bagus netflix,"['kenapa', 'costum', 'subtitle', 'tidak', 'ada', 'di', 'hp', 'saya', 'terlalu', 'di', 'atas', 'banget', 'payah', 'bagus', 'netflix']",15,"['costum', 'subtitle', 'hp', 'payah', 'netflix']",5,"['costum', 'subtitle', 'hp', 'payah', 'netflix']",costum subtitle hp payah netflix,0,3,Netral
Filmnya sedikit dan tidak update..,1,2025-04-01 07:22:12,Filmnya sedikit dan tidak update..,filmnya sedikit dan tidak update,"['filmnya', 'sedikit', 'dan', 'tidak', 'update']",5,"['filmnya', 'update']",2,"['film', 'update']",film update,0,3,Netral
"knp srg keluar2,sih",1,2025-04-01 04:45:58,"knp srg keluar2,sih",knp srg keluarsih,"['knp', 'srg', 'keluarsih']",3,"['knp', 'srg', 'keluarsih']",3,"['knp', 'srg', 'keluarsih']",knp srg keluarsih,0,3,Netral
Aplikasi nya loading terus lama,1,2025-03-31 20:58:45,Aplikasi ini memuat untuk waktu yang lama,aplikasi ini memuat untuk waktu yang lama,"['aplikasi', 'ini', 'memuat', 'untuk', 'waktu', 'yang', 'lama']",7,['memuat'],1,['muat'],muat,0,3,Netral
tiba tiba cek out sendiri gimana ini disney,2,2025-03-31 16:30:57,tiba tiba cek out sendiri gimana ini disney,tiba tiba cek out sendiri gimana ini disney,"['tiba', 'tiba', 'cek', 'out', 'sendiri', 'gimana', 'ini', 'disney']",8,"['cek', 'out', 'gimana']",3,"['cek', 'out', 'gimana']",cek out gimana,-4,1,Negatif
woy jangan aku sisi tokrev biarkan apk lain tayangkan,2,2025-03-31 15:55:00,woy jangan aku sisi tokrev biarkan apk lain tayangkan,woy jangan aku sisi tokrev biarkan apk lain tayangkan,"['woy', 'jangan', 'aku', 'sisi', 'tokrev', 'biarkan', 'apk', 'lain', 'tayangkan']",9,"['woy', 'sisi', 'tokrev', 'biarkan', 'apk', 'tayangkan']",6,"['woy', 'sisi', 'tokrev', 'biar', 'apk', 'tayang']",woy sisi tokrev biar apk tayang,0,3,Netral
"saldo gw balikin, udh tak batalin ttp aja berlangganan bulan depan",1,2025-03-31 11:36:59,"saldo gw balikin, udh tak batalin ttp aja berlangganan bulan depan",saldo gw balikin udh tak batalin ttp aja berlangganan bulan depan,"['saldo', 'gw', 'balikin', 'udh', 'tak', 'batalin', 'ttp', 'aja', 'berlangganan', 'bulan', 'depan']",11,"['saldo', 'gw', 'balikin', 'batalin', 'ttp', 'berlangganan']",6,"['saldo', 'gw', 'balikin', 'batalin', 'ttp', 'langgan']",saldo gw balikin batalin ttp langgan,4,5,Positif
tidak maksimal,1,2025-03-31 06:54:21,tidak maksimal,tidak maksimal,"['tidak', 'maksimal']",2,['maksimal'],1,['maksimal'],maksimal,3,4,Positif
layarnya hitam ketika streaming,3,2025-03-31 05:02:45,layarnya hitam ketika streaming,layarnya hitam ketika streaming,"['layarnya', 'hitam', 'ketika', 'streaming']",4,"['layarnya', 'hitam', 'streaming']",3,"['layar', 'hitam', 'streaming']",layar hitam streaming,-4,1,Negatif
afk burik pokonya,1,2025-03-31 03:12:49,afk burik pokonya,afk burik pokonya,"['afk', 'burik', 'pokonya']",3,"['afk', 'burik', 'pokonya']",3,"['afk', 'burik', 'poko']",afk burik poko,-2,2,Negatif
👍🏻👍🏻👍🏻👍🏻😁😊,5,2025-03-30 18:23:38,👍🏻👍🏻👍🏻👍🏻😁😊,👍🏻👍🏻👍🏻👍🏻😁😊,['👍🏻👍🏻👍🏻👍🏻😁😊'],1,['👍🏻👍🏻👍🏻👍🏻😁😊'],1,[''],,0,3,Netral
mid,1,2025-03-30 17:09:53,pertengahan,pertengahan,['pertengahan'],1,['pertengahan'],1,['tengah'],tengah,2,4,Positif
KOK GAADA SPIDERMAN,1,2025-03-30 10:28:25,KOK GAADA SPIDERMAN,kok gaada spiderman,"['kok', 'gaada', 'spiderman']",3,"['gaada', 'spiderman']",2,"['gaada', 'spiderman']",gaada spiderman,-3,2,Negatif
pengen download tapiiiii ulasaanya jelek semuaa aowkaowkakwoskw,3,2025-03-30 05:12:34,pengen download tapiiiii ulasaanya jelek semuaa aowkaowkakwoskw,pengen download tapiiiii ulasaanya jelek semuaa aowkaowkakwoskw,"['pengen', 'download', 'tapiiiii', 'ulasaanya', 'jelek', 'semuaa', 'aowkaowkakwoskw']",7,"['pengen', 'download', 'tapiiiii', 'ulasaanya', 'semuaa', 'aowkaowkakwoskw']",6,"['ken', 'download', 'tapiiiii', 'ulasaanya', 'semuaa', 'aowkaowkakwoskw']",ken download tapiiiii ulasaanya semuaa aowkaowkakwoskw,-2,2,Negatif
"sudah beberapa hari ini aplikasi eror, tiba2 layar hitam dan cuma ada suara doang. play di tv tiba2 buffering lama padahal jaringan wifi aman2 aja... agak nyesel langganan aplikasi nya",1,2025-03-30 04:39:13,"sudah beberapa hari ini aplikasi eror, tiba2 layar hitam dan cuma ada suara doang. play di tv tiba2 buffering lama padahal jaringan wifi aman2 aja... agak nyesel langganan aplikasi nya",sudah beberapa hari ini aplikasi eror tiba layar hitam dan cuma ada suara doang play di tv tiba buffering lama padahal jaringan wifi aman aja agak nyesel langganan aplikasi nya,"['sudah', 'beberapa', 'hari', 'ini', 'aplikasi', 'eror', 'tiba', 'layar', 'hitam', 'dan', 'cuma', 'ada', 'suara', 'doang', 'play', 'di', 'tv', 'tiba', 'buffering', 'lama', 'padahal', 'jaringan', 'wifi', 'aman', 'aja', 'agak', 'nyesel', 'langganan', 'aplikasi', 'nya']",30,"['eror', 'layar', 'hitam', 'suara', 'doang', 'play', 'tv', 'buffering', 'jaringan', 'wifi', 'aman', 'nyesel', 'langganan']",13,"['eror', 'layar', 'hitam', 'suara', 'doang', 'play', 'tv', 'buffering', 'jaring', 'wifi', 'aman', 'nyesel', 'langgan']",eror layar hitam suara doang play tv buffering jaring wifi aman nyesel langgan,-10,1,Negatif
waduhh baru juga berlangganan 3 hari masa mau nonton film yang lain gak bisa malah black screen pantes ratingnya jelek,1,2025-03-29 13:37:24,waduhh baru juga berlangganan 3 hari masa mau nonton film yang lain gak bisa malah black screen pantes ratingnya jelek,waduhh baru juga berlangganan hari masa mau nonton film yang lain gak bisa malah black screen pantes ratingnya jelek,"['waduhh', 'baru', 'juga', 'berlangganan', 'hari', 'masa', 'mau', 'nonton', 'film', 'yang', 'lain', 'gak', 'bisa', 'malah', 'black', 'screen', 'pantes', 'ratingnya', 'jelek']",19,"['waduhh', 'berlangganan', 'nonton', 'film', 'black', 'screen', 'pantes', 'ratingnya']",8,"['waduhh', 'langgan', 'nonton', 'film', 'black', 'screen', 'pantes', 'ratingnya']",waduhh langgan nonton film black screen pantes ratingnya,-1,3,Netral
tolong kebalikan uang saya dana 65.000 tidak sengaja kepencet fitur langganan tolong kebalikan uang saya sangat membutuh kan nya,5,2025-03-29 11:03:40,tolong kebalikan uang saya dana 65.000 tidak sengaja kepencet fitur langganan tolong kebalikan uang saya sangat membutuh kan nya,tolong kebalikan uang saya dana tidak sengaja kepencet fitur langganan tolong kebalikan uang saya sangat membutuh kan nya,"['tolong', 'kebalikan', 'uang', 'saya', 'dana', 'tidak', 'sengaja', 'kepencet', 'fitur', 'langganan', 'tolong', 'kebalikan', 'uang', 'saya', 'sangat', 'membutuh', 'kan', 'nya']",18,"['kebalikan', 'uang', 'dana', 'sengaja', 'kepencet', 'fitur', 'langganan', 'kebalikan', 'uang', 'membutuh']",10,"['balik', 'uang', 'dana', 'sengaja', 'pencet', 'fitur', 'langgan', 'balik', 'uang', 'butuh']",balik uang dana sengaja pencet fitur langgan balik uang butuh,-9,1,Negatif
kenapa layarnya hitam?padahl subtitle dan time masih jalan.,1,2025-03-29 09:41:02,kenapa layarnya hitam?padahl subtitle dan time masih jalan.,kenapa layarnya hitampadahl subtitle dan time masih jalan,"['kenapa', 'layarnya', 'hitampadahl', 'subtitle', 'dan', 'time', 'masih', 'jalan']",8,"['layarnya', 'hitampadahl', 'subtitle', 'time', 'jalan']",5,"['layar', 'hitampadahl', 'subtitle', 'time', 'jalan']",layar hitampadahl subtitle time jalan,0,3,Netral
"jelek banget. suara ada tp gambarnya gak ada. udah bayar mahal², zonk.",1,2025-03-29 09:29:21,"jelek banget. suara ada tp gambarnya gak ada. udah bayar mahal², zonk.",jelek banget suara ada tp gambarnya gak ada udah bayar mahal² zonk,"['jelek', 'banget', 'suara', 'ada', 'tp', 'gambarnya', 'gak', 'ada', 'udah', 'bayar', 'mahal²', 'zonk']",12,"['suara', 'tp', 'gambarnya', 'bayar', 'mahal²', 'zonk']",6,"['suara', 'tp', 'gambar', 'bayar', 'mahal', 'zonk']",suara tp gambar bayar mahal zonk,-6,1,Negatif
"sudah bayar paket berlangganan padahal cuma pake di hp dan laptop tapi nggak bisa, muncul notif terlalu banyak perangkat",1,2025-03-29 05:33:41,"sudah bayar paket berlangganan padahal cuma pake di hp dan laptop tapi nggak bisa, muncul notif terlalu banyak perangkat",sudah bayar paket berlangganan padahal cuma pake di hp dan laptop tapi nggak bisa muncul notif terlalu banyak perangkat,"['sudah', 'bayar', 'paket', 'berlangganan', 'padahal', 'cuma', 'pake', 'di', 'hp', 'dan', 'laptop', 'tapi', 'nggak', 'bisa', 'muncul', 'notif', 'terlalu', 'banyak', 'perangkat']",19,"['bayar', 'paket', 'berlangganan', 'pake', 'hp', 'laptop', 'nggak', 'muncul', 'notif', 'perangkat']",10,"['bayar', 'paket', 'langgan', 'pake', 'hp', 'laptop', 'nggak', 'muncul', 'notif', 'perangkat']",bayar paket langgan pake hp laptop nggak muncul notif perangkat,-3,2,Negatif
saya uninstal,1,2025-03-29 04:39:15,saya uninstal,saya uninstal,"['saya', 'uninstal']",2,['uninstal'],1,['uninstal'],uninstal,0,3,Netral
"mahal mahal bayar, Ndak bisa dibuka, pakai proxy pakai vpn lah, balikin uangnya, padahal bayar langsung 1 tahun",1,2025-03-29 04:25:49,"mahal mahal bayar, Ndak bisa dibuka, pakai proxy pakai vpn lah, balikin uangnya, padahal bayar langsung 1 tahun",mahal mahal bayar ndak bisa dibuka pakai proxy pakai vpn lah balikin uangnya padahal bayar langsung tahun,"['mahal', 'mahal', 'bayar', 'ndak', 'bisa', 'dibuka', 'pakai', 'proxy', 'pakai', 'vpn', 'lah', 'balikin', 'uangnya', 'padahal', 'bayar', 'langsung', 'tahun']",17,"['mahal', 'mahal', 'bayar', 'ndak', 'dibuka', 'pakai', 'proxy', 'pakai', 'vpn', 'balikin', 'uangnya', 'bayar', 'langsung']",13,"['mahal', 'mahal', 'bayar', 'ndak', 'buka', 'pakai', 'proxy', 'pakai', 'vpn', 'balikin', 'uang', 'bayar', 'langsung']",mahal mahal bayar ndak buka pakai proxy pakai vpn balikin uang bayar langsung,-7,1,Negatif
parahhhhhh...tiba2 visual cuma hitam...report lewat aplikasi juga gak ada respon,1,2025-03-29 02:42:09,parahhhhhh...tiba2 visual cuma hitam...report lewat aplikasi juga gak ada respon,parahhhhhhtiba visual cuma hitamreport lewat aplikasi juga gak ada respon,"['parahhhhhhtiba', 'visual', 'cuma', 'hitamreport', 'lewat', 'aplikasi', 'juga', 'gak', 'ada', 'respon']",10,"['parahhhhhhtiba', 'visual', 'hitamreport', 'respon']",4,"['parahhhhhhtiba', 'visual', 'hitamreport', 'respon']",parahhhhhhtiba visual hitamreport respon,2,4,Positif
👍👍👍👍👍,5,2025-03-28 23:17:41,👍👍👍👍👍,👍👍👍👍👍,['👍👍👍👍👍'],1,['👍👍👍👍👍'],1,[''],,0,3,Netral
"Trauma banget Langganan disini wkwkw banyak banget masalah nya dari Gak bisa login, eror, dan masih banyak lagi, kalau tau kayak gini mending langganan aplikasi sebelah. Sekelas Disney padahal hahaha , gak mampu bersaing. Ranting aja rendah daripada aplikasi sebelah,saran saya aja mending balik ke TV aja lagi jangan bikin aplikasi kalau gak mampu bersaing.",1,2025-03-28 04:13:32,"Trauma banget Langganan disini wkwkw banyak banget masalah nya dari Gak bisa login, eror, dan masih banyak lagi, kalau tau kayak gini mending langganan aplikasi sebelah. Sekelas Disney padahal hahaha , gak mampu bersaing. Ranting aja rendah daripada aplikasi sebelah,saran saya aja mending balik ke TV aja lagi jangan bikin aplikasi kalau gak mampu bersaing.",trauma banget langganan disini wkwkw banyak banget masalah nya dari gak bisa login eror dan masih banyak lagi kalau tau kayak gini mending langganan aplikasi sebelah sekelas disney padahal hahaha gak mampu bersaing ranting aja rendah daripada aplikasi sebelahsaran saya aja mending balik ke tv aja lagi jangan bikin aplikasi kalau gak mampu bersaing,"['trauma', 'banget', 'langganan', 'disini', 'wkwkw', 'banyak', 'banget', 'masalah', 'nya', 'dari', 'gak', 'bisa', 'login', 'eror', 'dan', 'masih', 'banyak', 'lagi', 'kalau', 'tau', 'kayak', 'gini', 'mending', 'langganan', 'aplikasi', 'sebelah', 'sekelas', 'disney', 'padahal', 'hahaha', 'gak', 'mampu', 'bersaing', 'ranting', 'aja', 'rendah', 'daripada', 'aplikasi', 'sebelahsaran', 'saya', 'aja', 'mending', 'balik', 'ke', 'tv', 'aja', 'lagi', 'jangan', 'bikin', 'aplikasi', 'kalau', 'gak', 'mampu', 'bersaing']",54,"['trauma', 'langganan', 'wkwkw', 'login', 'eror', 'tau', 'kayak', 'gini', 'mending', 'langganan', 'sebelah', 'sekelas', 'hahaha', 'bersaing', 'ranting', 'rendah', 'sebelahsaran', 'mending', 'tv', 'bikin', 'bersaing']",21,"['trauma', 'langgan', 'wkwkw', 'login', 'eror', 'tau', 'kayak', 'gin', 'mending', 'langgan', 'belah', 'kelas', 'hahaha', 'saing', 'ranting', 'rendah', 'sebelahsaran', 'mending', 'tv', 'bikin', 'saing']",trauma langgan wkwkw login eror tau kayak gin mending langgan belah kelas hahaha saing ranting rendah sebelahsaran mending tv bikin saing,-31,1,Negatif
